CYLINDER						
a (deg)	CL	CD	CM	CL	CD	CM
38.00	1.514	0.776	-0.246	1.514	0.776	-0.246
39.00	1.492	0.798	-0.244	1.492	0.798	-0.244
40.00	1.460	0.820	-0.242	1.460	0.820	-0.242
45.00	1.295	0.912	-0.237	1.295	0.912	-0.237
50.00	1.126	0.967	-0.235	1.126	0.967	-0.235
55.00	0.981	0.996	-0.232	0.981	0.996	-0.232
60.00	0.866	1.035	-0.234	0.866	1.035	-0.234
65.00	0.766	1.083	-0.234	0.766	1.083	-0.234
70.00	0.643	1.148	-0.235	0.643	1.148	-0.235
75.00	0.500	1.213	-0.242	0.500	1.213	-0.242
80.00	0.342	1.261	-0.246	0.342	1.261	-0.246
85.00	0.174	1.290	-0.249	0.174	1.290	-0.249
90.00	0.000	1.300	-0.250	0.000	1.300	-0.250
95.00	-0.174	1.290	-0.249	-0.174	1.290	-0.249
100.00	-0.342	1.261	-0.246	-0.342	1.261	-0.246
105.00	-0.500	1.213	-0.242	-0.500	1.213	-0.242
110.00	-0.643	1.148	-0.235	-0.643	1.148	-0.235
115.00	-0.766	1.068	-0.227	-0.766	1.068	-0.227
120.00	-0.866	0.975	-0.217	-0.866	0.975	-0.217
125.00	-0.940	0.872	-0.205	-0.940	0.872	-0.205
130.00	-0.985	0.763	-0.192	-0.985	0.763	-0.192
135.00	-1.000	0.650	-0.177	-1.000	0.650	-0.177
140.00	-0.985	0.537	-0.161	-0.985	0.537	-0.161
145.00	-0.940	0.428	-0.143	-0.940	0.428	-0.143
150.00	-0.866	0.325	-0.125	-0.866	0.325	-0.125
155.00	-0.766	0.232	-0.106	-0.766	0.232	-0.106
160.00	-0.643	0.152	-0.086	-0.643	0.152	-0.086
165.00	-0.500	0.087	-0.065	-0.500	0.087	-0.065
170.00	-0.342	0.039	-0.043	-0.342	0.039	-0.043
175.00	-0.174	0.010	-0.022	-0.174	0.010	-0.022
180.00	0.000	0.000	0.000	0.000	0.000	0.000
						
						
t/c=0.27						
a (deg)	CL	CD	CM	CL	CD	CM
-180.00	0.000	0.020	0.000	0.000	0.020	0.000
-175.00	0.600	0.030	0.000	0.600	0.030	0.000
-170.00	0.800	0.050	0.000	0.800	0.050	0.000
-165.00	1.020	0.100	0.000	1.020	0.100	0.000
-160.00	1.150	0.200	0.000	1.150	0.200	0.000
-155.00	1.180	0.350	0.000	1.180	0.350	0.000
-150.00	1.200	0.550	0.000	1.200	0.550	0.000
-130.00	1.050	0.980	0.000	1.050	0.980	0.000
-110.00	0.560	1.225	0.000	0.560	1.225	0.000
-90.00	0.000	1.300	0.000	0.000	1.300	0.000
-80.00	-0.310	1.280	0.000	-0.310	1.280	0.000
-60.00	-0.830	1.095	0.000	-0.830	1.095	0.000
-32.68	-1.208	0.484	0.000	-1.208	0.484	0.000
-28.94	-1.213	0.387	0.000	-1.213	0.387	0.000
-25.20	-1.216	0.291	0.000	-1.216	0.291	0.000
-21.46	-1.216	0.194	0.000	-1.216	0.194	0.000
-17.71	-1.164	0.122	0.000	-1.164	0.122	0.000
-13.97	-0.905	0.074	0.000	-0.905	0.074	0.000
-10.23	-0.546	0.034	0.000	-0.546	0.034	0.000
-6.49	-0.187	0.019	0.000	-0.187	0.019	0.000
-2.74	0.172	0.014	0.000	0.172	0.014	0.000
1.00	0.531	0.012	0.000	0.531	0.012	0.000
4.00	0.818	0.015	0.000	0.818	0.015	0.000
6.00	0.987	0.018	0.000	0.987	0.018	0.000
8.00	1.126	0.023	0.000	1.126	0.023	0.000
10.00	1.198	0.032	0.000	1.198	0.032	0.000
11.00	1.219	0.040	0.000	1.219	0.040	0.000
12.00	1.238	0.049	0.000	1.238	0.049	0.000
12.50	1.240	0.056	0.000	1.240	0.056	0.000
13.00	1.242	0.062	0.000	1.242	0.062	0.000
13.50	1.252	0.067	0.000	1.252	0.067	0.000
14.00	1.251	0.074	0.000	1.251	0.074	0.000
15.00	1.258	0.087	0.000	1.258	0.087	0.000
16.00	1.264	0.098	0.000	1.264	0.098	0.000
17.00	1.269	0.112	0.000	1.269	0.112	0.000
18.00	1.273	0.127	0.000	1.273	0.127	0.000
18.50	1.280	0.133	0.000	1.280	0.133	0.000
18.60	1.280	0.135	0.000	1.280	0.135	0.000
19.00	1.272	0.143	0.000	1.272	0.143	0.000
20.00	1.266	0.162	0.000	1.266	0.162	0.000
20.50	1.269	0.170	0.000	1.269	0.170	0.000
21.00	1.253	0.182	0.000	1.253	0.182	0.000
24.22	1.129	0.266	0.000	1.129	0.266	0.000
27.44	1.058	0.349	0.000	1.058	0.349	0.000
30.67	1.017	0.432	0.000	1.017	0.432	0.000
33.89	0.993	0.515	0.000	0.993	0.515	0.000
37.11	0.980	0.598	0.000	0.980	0.598	0.000
40.33	0.976	0.681	0.000	0.976	0.681	0.000
43.56	0.977	0.764	0.000	0.977	0.764	0.000
46.78	0.976	0.847	0.000	0.976	0.847	0.000
50.00	0.967	0.930	0.000	0.967	0.930	0.000
60.00	0.830	1.095	0.000	0.830	1.095	0.000
70.00	0.570	1.200	0.000	0.570	1.200	0.000
80.00	0.310	1.280	0.000	0.310	1.280	0.000
90.00	0.000	1.300	0.000	0.000	1.300	0.000
100.00	-0.290	1.290	0.000	-0.290	1.290	0.000
120.00	-0.870	1.160	0.000	-0.870	1.160	0.000
140.00	-1.150	0.800	0.000	-1.150	0.800	0.000
150.00	-1.200	0.550	0.000	-1.200	0.550	0.000
155.00	-1.180	0.350	0.000	-1.180	0.350	0.000
160.00	-1.150	0.200	0.000	-1.150	0.200	0.000
165.00	-1.020	0.100	0.000	-1.020	0.100	0.000
170.00	-0.800	0.050	0.000	-0.800	0.050	0.000
175.00	-0.600	0.030	0.000	-0.600	0.030	0.000
180.00	0.000	0.020	0.000	0.000	0.020	0.000
						
						
t/c=0.24						
a (deg)	CL	CD	CM	CL	CD	CM
-180.00	0.000	0.000	0.000	0.000	0.000	0.000
-175.00	0.174	0.011	0.022	0.174	0.011	0.022
-170.00	0.342	0.045	0.043	0.342	0.045	0.043
-165.00	0.500	0.101	0.065	0.500	0.101	0.065
-160.00	0.643	0.176	0.086	0.643	0.176	0.086
-155.00	0.766	0.268	0.106	0.766	0.268	0.106
-150.00	0.866	0.375	0.125	0.866	0.375	0.125
-145.00	0.940	0.494	0.143	0.940	0.494	0.143
-140.00	0.985	0.620	0.161	0.985	0.620	0.161
-135.00	1.000	0.750	0.177	1.000	0.750	0.177
-130.00	0.985	0.880	0.192	0.985	0.880	0.192
-125.00	0.940	1.007	0.205	0.940	1.007	0.205
-120.00	0.866	1.125	0.217	0.866	1.125	0.217
-115.00	0.766	1.232	0.227	0.766	1.232	0.227
-110.00	0.643	1.325	0.235	0.643	1.325	0.235
-105.00	0.500	1.400	0.242	0.500	1.400	0.242
-100.00	0.342	1.455	0.246	0.342	1.455	0.246
-95.00	0.174	1.489	0.249	0.174	1.489	0.249
-90.00	0.000	1.500	0.250	0.000	1.500	0.250
-85.00	-0.174	1.489	0.249	-0.174	1.489	0.249
-80.00	-0.342	1.455	0.246	-0.342	1.455	0.246
-75.00	-0.500	1.400	0.242	-0.500	1.400	0.242
-70.00	-0.643	1.325	0.235	-0.643	1.325	0.235
-65.00	-0.766	1.232	0.227	-0.766	1.232	0.227
-60.00	-0.866	1.125	0.217	-0.866	1.125	0.217
-55.00	-0.940	1.007	0.205	-0.940	1.007	0.205
-50.00	-0.985	0.880	0.192	-0.985	0.880	0.192
-45.00	-1.000	0.750	0.177	-1.000	0.750	0.177
-40.00	-1.032	0.609	0.142	-1.032	0.609	0.142
-39.00	-1.044	0.585	0.135	-1.044	0.585	0.135
-38.00	-1.046	0.552	0.128	-1.046	0.552	0.128
-37.00	-1.049	0.527	0.121	-1.049	0.527	0.121
-36.00	-1.051	0.494	0.114	-1.051	0.494	0.114
-35.00	-1.053	0.461	0.107	-1.053	0.461	0.107
-34.00	-1.055	0.428	0.089	-1.055	0.428	0.089
-33.00	-1.068	0.387	0.082	-1.068	0.387	0.082
-32.00	-1.073	0.335	0.066	-1.073	0.335	0.066
-30.00	-1.092	0.286	0.049	-1.092	0.286	0.049
-28.00	-1.101	0.228	0.031	-1.101	0.228	0.031
-26.00	-1.110	0.175	0.018	-1.110	0.175	0.018
-24.00	-1.129	0.142	0.005	-1.129	0.142	0.005
-22.00	-1.123	0.118	-0.003	-1.123	0.118	-0.003
-20.00	-1.117	0.094	-0.011	-1.117	0.094	-0.011
-18.00	-1.087	0.077	-0.014	-1.087	0.077	-0.014
-16.00	-1.057	0.060	-0.018	-1.057	0.060	-0.018
-14.00	-1.024	0.047	-0.017	-1.024	0.047	-0.017
-12.00	-0.991	0.034	-0.017	-0.991	0.034	-0.017
-10.00	-0.859	0.024	-0.028	-0.859	0.024	-0.028
-8.00	-0.728	0.015	-0.039	-0.728	0.015	-0.039
-6.00	-0.469	0.013	-0.053	-0.469	0.013	-0.053
-4.00	-0.210	0.010	-0.067	-0.210	0.010	-0.067
-2.00	0.043	0.010	-0.074	0.043	0.010	-0.074
0.00	0.296	0.010	-0.082	0.296	0.010	-0.082
2.00	0.544	0.010	-0.087	0.544	0.010	-0.087
4.00	0.787	0.010	-0.092	0.787	0.010	-0.092
6.00	1.023	0.011	-0.096	1.023	0.011	-0.096
8.00	1.247	0.013	-0.098	1.247	0.013	-0.098
10.00	1.458	0.015	-0.098	1.458	0.015	-0.098
12.00	1.642	0.018	-0.095	1.642	0.018	-0.095
14.00	1.782	0.023	-0.089	1.782	0.023	-0.089
16.00	1.817	0.036	-0.082	1.817	0.036	-0.082
18.00	1.776	0.065	-0.079	1.776	0.065	-0.079
20.00	1.661	0.102	-0.085	1.661	0.102	-0.085
22.00	1.566	0.141	-0.096	1.566	0.141	-0.096
24.00	1.479	0.181	-0.107	1.479	0.181	-0.107
26.00	1.410	0.236	-0.122	1.410	0.236	-0.122
28.00	1.340	0.300	-0.136	1.340	0.300	-0.136
30.00	1.296	0.364	-0.152	1.296	0.364	-0.152
32.00	1.241	0.438	-0.168	1.241	0.438	-0.168
33.00	1.211	0.475	-0.177	1.211	0.475	-0.177
34.00	1.183	0.508	-0.181	1.183	0.508	-0.181
35.00	1.164	0.541	-0.185	1.164	0.541	-0.185
36.00	1.135	0.574	-0.189	1.135	0.574	-0.189
37.00	1.117	0.598	-0.193	1.117	0.598	-0.193
38.00	1.098	0.630	-0.197	1.098	0.630	-0.197
39.00	1.079	0.654	-0.200	1.079	0.654	-0.200
40.00	1.060	0.678	-0.204	1.060	0.678	-0.204
45.00	1.004	0.796	-0.213	1.004	0.796	-0.213
50.00	0.976	0.896	-0.218	0.976	0.896	-0.218
55.00	0.921	1.010	-0.221	0.921	1.010	-0.221
60.00	0.866	1.125	-0.226	0.866	1.125	-0.226
65.00	0.766	1.232	-0.231	0.766	1.232	-0.231
70.00	0.643	1.325	-0.235	0.643	1.325	-0.235
75.00	0.500	1.400	-0.242	0.500	1.400	-0.242
80.00	0.342	1.455	-0.246	0.342	1.455	-0.246
85.00	0.174	1.489	-0.249	0.174	1.489	-0.249
90.00	0.000	1.500	-0.250	0.000	1.500	-0.250
95.00	-0.174	1.489	-0.249	-0.174	1.489	-0.249
100.00	-0.342	1.455	-0.246	-0.342	1.455	-0.246
105.00	-0.500	1.400	-0.242	-0.500	1.400	-0.242
110.00	-0.643	1.325	-0.235	-0.643	1.325	-0.235
115.00	-0.766	1.232	-0.227	-0.766	1.232	-0.227
120.00	-0.866	1.125	-0.217	-0.866	1.125	-0.217
125.00	-0.940	1.007	-0.205	-0.940	1.007	-0.205
130.00	-0.985	0.880	-0.192	-0.985	0.880	-0.192
135.00	-1.000	0.750	-0.177	-1.000	0.750	-0.177
140.00	-0.985	0.620	-0.161	-0.985	0.620	-0.161
145.00	-0.940	0.494	-0.143	-0.940	0.494	-0.143
150.00	-0.866	0.375	-0.125	-0.866	0.375	-0.125
155.00	-0.766	0.268	-0.106	-0.766	0.268	-0.106
160.00	-0.643	0.176	-0.086	-0.643	0.176	-0.086
165.00	-0.500	0.101	-0.065	-0.500	0.101	-0.065
170.00	-0.342	0.045	-0.043	-0.342	0.045	-0.043
175.00	-0.174	0.011	-0.022	-0.174	0.011	-0.022
180.00	0.000	0.000	0.000	0.000	0.000	0.000
						
						
t/c=0.21						
a (deg)	CL	CD	CM	CL	CD	CM
-180.00	0.000	0.020	0.000	0.000	0.020	0.000
-175.00	0.600	0.030	0.000	0.600	0.030	0.000
-170.00	0.800	0.050	0.000	0.800	0.050	0.000
-165.00	1.020	0.100	0.000	1.020	0.100	0.000
-160.00	1.150	0.200	0.000	1.150	0.200	0.000
-155.00	1.180	0.350	0.000	1.180	0.350	0.000
-150.00	1.200	0.550	0.000	1.200	0.550	0.000
-130.00	1.050	0.980	0.000	1.050	0.980	0.000
-110.00	0.560	1.225	0.000	0.560	1.225	0.000
-90.00	0.000	1.300	0.000	0.000	1.300	0.000
-80.00	-0.310	1.280	0.000	-0.310	1.280	0.000
-60.00	-0.830	1.095	0.000	-0.830	1.095	0.000
-34.03	-1.410	0.508	0.000	-1.410	0.508	0.000
-30.14	-1.416	0.405	0.000	-1.416	0.405	0.000
-26.25	-1.420	0.302	0.000	-1.420	0.302	0.000
-22.36	-1.417	0.200	0.000	-1.417	0.200	0.000
-18.46	-1.320	0.105	0.000	-1.320	0.105	0.000
-14.57	-0.986	0.048	0.000	-0.986	0.048	0.000
-10.68	-0.585	0.023	0.000	-0.585	0.023	0.000
-6.79	-0.184	0.015	0.000	-0.184	0.015	0.000
-2.89	0.217	0.012	0.000	0.217	0.012	0.000
1.00	0.618	0.010	0.000	0.618	0.010	0.000
4.00	0.927	0.012	0.000	0.927	0.012	0.000
6.00	1.116	0.014	0.000	1.116	0.014	0.000
8.00	1.284	0.017	0.000	1.284	0.017	0.000
10.00	1.427	0.021	0.000	1.427	0.021	0.000
11.00	1.458	0.024	0.000	1.458	0.024	0.000
12.00	1.480	0.028	0.000	1.480	0.028	0.000
12.50	1.486	0.031	0.000	1.486	0.031	0.000
13.00	1.492	0.034	0.000	1.492	0.034	0.000
13.50	1.495	0.037	0.000	1.495	0.037	0.000
14.00	1.495	0.041	0.000	1.495	0.041	0.000
15.00	1.484	0.052	0.000	1.484	0.052	0.000
16.00	1.463	0.065	0.000	1.463	0.065	0.000
17.00	1.450	0.080	0.000	1.450	0.080	0.000
18.00	1.435	0.096	0.000	1.435	0.096	0.000
19.00	1.416	0.116	0.000	1.416	0.116	0.000
20.00	1.394	0.137	0.000	1.394	0.137	0.000
23.33	1.326	0.225	0.000	1.326	0.225	0.000
26.67	1.275	0.313	0.000	1.275	0.313	0.000
30.00	1.237	0.402	0.000	1.237	0.402	0.000
33.33	1.208	0.490	0.000	1.208	0.490	0.000
36.67	1.185	0.578	0.000	1.185	0.578	0.000
40.00	1.159	0.666	0.000	1.159	0.666	0.000
43.33	1.126	0.754	0.000	1.126	0.754	0.000
46.67	1.086	0.842	0.000	1.086	0.842	0.000
50.00	1.037	0.930	0.000	1.037	0.930	0.000
60.00	0.830	1.095	0.000	0.830	1.095	0.000
70.00	0.570	1.200	0.000	0.570	1.200	0.000
80.00	0.310	1.280	0.000	0.310	1.280	0.000
90.00	0.000	1.300	0.000	0.000	1.300	0.000
100.00	-0.290	1.290	0.000	-0.290	1.290	0.000
120.00	-0.870	1.160	0.000	-0.870	1.160	0.000
140.00	-1.150	0.800	0.000	-1.150	0.800	0.000
150.00	-1.200	0.550	0.000	-1.200	0.550	0.000
155.00	-1.180	0.350	0.000	-1.180	0.350	0.000
160.00	-1.150	0.200	0.000	-1.150	0.200	0.000
165.00	-1.020	0.100	0.000	-1.020	0.100	0.000
170.00	-0.800	0.050	0.000	-0.800	0.050	0.000
175.00	-0.600	0.030	0.000	-0.600	0.030	0.000
180.00	0.000	0.020	0.000	0.000	0.020	0.000
						
						
t/c=0.18						
a (deg)	CL	CD	CM	CL	CD	CM
-180.00	0.000	0.020	0.000	0.000	0.020	0.000
-175.00	0.600	0.030	0.000	0.600	0.030	0.000
-170.00	0.800	0.050	0.000	0.800	0.050	0.000
-165.00	1.020	0.100	0.000	1.020	0.100	0.000
-160.00	1.150	0.200	0.000	1.150	0.200	0.000
-155.00	1.180	0.350	0.000	1.180	0.350	0.000
-150.00	1.200	0.550	0.000	1.200	0.550	0.000
-130.00	1.050	0.980	0.000	1.050	0.980	0.000
-110.00	0.560	1.225	0.000	0.560	1.225	0.000
-90.00	0.000	1.300	0.000	0.000	1.300	0.000
-80.00	-0.310	1.280	0.000	-0.310	1.280	0.000
-60.00	-0.830	1.095	0.000	-0.830	1.095	0.000
-33.09	-1.444	0.489	0.000	-1.444	0.489	0.000
-29.30	-1.450	0.390	0.000	-1.450	0.390	0.000
-25.52	-1.454	0.292	0.000	-1.454	0.292	0.000
-21.73	-1.453	0.193	0.000	-1.453	0.193	0.000
-17.94	-1.378	0.095	0.000	-1.378	0.095	0.000
-14.15	-1.060	0.038	0.000	-1.060	0.038	0.000
-10.36	-0.645	0.019	0.000	-0.645	0.019	0.000
-6.58	-0.229	0.013	0.000	-0.229	0.013	0.000
-2.79	0.187	0.010	0.000	0.187	0.010	0.000
1.00	0.602	0.009	0.000	0.602	0.009	0.000
4.00	0.932	0.011	0.000	0.932	0.011	0.000
6.00	1.134	0.013	0.000	1.134	0.013	0.000
8.00	1.313	0.015	0.000	1.313	0.015	0.000
10.00	1.464	0.018	0.000	1.464	0.018	0.000
11.00	1.503	0.021	0.000	1.503	0.021	0.000
12.00	1.527	0.024	0.000	1.527	0.024	0.000
12.50	1.531	0.026	0.000	1.531	0.026	0.000
13.00	1.531	0.029	0.000	1.531	0.029	0.000
13.50	1.531	0.032	0.000	1.531	0.032	0.000
14.00	1.529	0.036	0.000	1.529	0.036	0.000
15.00	1.518	0.047	0.000	1.518	0.047	0.000
16.00	1.492	0.061	0.000	1.492	0.061	0.000
17.00	1.473	0.078	0.000	1.473	0.078	0.000
18.00	1.451	0.096	0.000	1.451	0.096	0.000
19.00	1.427	0.119	0.000	1.427	0.119	0.000
20.00	1.392	0.148	0.000	1.392	0.148	0.000
23.33	1.288	0.235	0.000	1.288	0.235	0.000
26.67	1.229	0.322	0.000	1.229	0.322	0.000
30.00	1.194	0.409	0.000	1.194	0.409	0.000
33.33	1.175	0.495	0.000	1.175	0.495	0.000
36.67	1.162	0.582	0.000	1.162	0.582	0.000
40.00	1.143	0.669	0.000	1.143	0.669	0.000
43.33	1.116	0.756	0.000	1.116	0.756	0.000
46.67	1.080	0.843	0.000	1.080	0.843	0.000
50.00	1.035	0.930	0.000	1.035	0.930	0.000
60.00	0.830	1.095	0.000	0.830	1.095	0.000
70.00	0.570	1.200	0.000	0.570	1.200	0.000
80.00	0.310	1.280	0.000	0.310	1.280	0.000
90.00	0.000	1.300	0.000	0.000	1.300	0.000
100.00	-0.290	1.290	0.000	-0.290	1.290	0.000
120.00	-0.870	1.160	0.000	-0.870	1.160	0.000
140.00	-1.150	0.800	0.000	-1.150	0.800	0.000
150.00	-1.200	0.550	0.000	-1.200	0.550	0.000
155.00	-1.180	0.350	0.000	-1.180	0.350	0.000
160.00	-1.150	0.200	0.000	-1.150	0.200	0.000
165.00	-1.020	0.100	0.000	-1.020	0.100	0.000
170.00	-0.800	0.050	0.000	-0.800	0.050	0.000
175.00	-0.600	0.030	0.000	-0.600	0.030	0.000
180.00	0.000	0.020	0.000	0.000	0.020	0.000

